"crash_unit_id","crash_record_id","rd_no","crash_date","unit_no","unit_type","num_passengers","vehicle_id","cmrc_veh_i","make","model","lic_plate_state","vehicle_year","vehicle_defect","vehicle_type","vehicle_use","travel_direction","maneuver","towed_i","fire_i","occupant_cnt","exceed_speed_limit_i","towed_by","towed_to","area_00_i","area_01_i","area_02_i","area_03_i","area_04_i","area_05_i","area_06_i","area_07_i","area_08_i","area_09_i","area_10_i","area_11_i","area_12_i","area_99_i","first_contact_point","cmv_id","usdot_no","ccmc_no","ilcc_no","commercial_src","gvwr","carrier_name","carrier_state","carrier_city","hazmat_placards_i","hazmat_name","un_no","hazmat_present_i","hazmat_report_i","hazmat_report_no","mcs_report_i","mcs_report_no","hazmat_vio_cause_crash_i","mcs_vio_cause_crash_i","idot_permit_no","wide_load_i","trailer1_width","trailer2_width","trailer1_length","trailer2_length","total_vehicle_length","axle_cnt","vehicle_config","cargo_body_type","load_type","hazmat_out_of_service_i","mcs_out_of_service_i","hazmat_class"
"1303531","2d96cfb6adc6e1abdf73b0c95e958ebd5bfc06eaeafd43b9ccfdc99855542aab7efe6e6fe8d57c5a5780577716481a493098bff335e16666d82a37039f509cf0",,"2022-03-23T00:55:00.000","1","DRIVER","1","1237935",,"DODGE","CHARGER","IL","2021","UNKNOWN","PASSENGER","PERSONAL","S","TURNING RIGHT",,,"2",,,,,,,,,,,,,,"Y","Y",,"Y","TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303532","2d96cfb6adc6e1abdf73b0c95e958ebd5bfc06eaeafd43b9ccfdc99855542aab7efe6e6fe8d57c5a5780577716481a493098bff335e16666d82a37039f509cf0",,"2022-03-23T00:55:00.000","2","DRIVER",,"1237941",,"GENERAL MOTORS CORPORATION (GMC)","YUKON","IL","2005","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"Y","Y",,,,,,,,,,"N","Y","FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303513","878940067d5f0d9f0ff7c43ead0e1cdfb6ee710066e62afaa65b2c8e928971f4a1d2b8705df21fb57deadc8c451aa701444d95368ad5a8d40b0ccf9065a5428b",,"2022-03-23T00:28:00.000","1","DRIVER",,"1237922",,"LEXUS","RX300","IL","1999","UNKNOWN","PASSENGER","PERSONAL","W","TURNING LEFT",,,"1",,,,,,,,,,,,,,,"Y","Y",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303514","878940067d5f0d9f0ff7c43ead0e1cdfb6ee710066e62afaa65b2c8e928971f4a1d2b8705df21fb57deadc8c451aa701444d95368ad5a8d40b0ccf9065a5428b",,"2022-03-23T00:28:00.000","2","DRIVER",,"1237924",,"FORD","EXPLORER","IL","2017","NONE","SPORT UTILITY VEHICLE (SUV)","POLICE","W","TURNING LEFT",,,"1",,,,,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303524","42bf48bb68e454d2968128d766a51fae5dc100a5ad41f51ba763f6559e5cfd82d31c560777b95325132aa6a3f442de8ea728f833e602d0519e4b51e8b1b74997",,"2022-03-23T00:20:00.000","1","DRIVER","1","1237929",,"FORD","OTHER (EXPLAIN IN NARRATIVE)","IL",,"NONE","SPORT UTILITY VEHICLE (SUV)","POLICE","E","AVOIDING VEHICLES/OBJECTS","Y",,"2",,,,,,,,,,,,,,"Y","Y","Y",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303518","258c9a4fa4fbfd752459dc6af799883f2e11a73773fa84df3774fa3b51984d2f7b061d19705e0ed8b2863c01e0c8e0ea6bff0340411b5ec579a170acd97aa9ab",,"2022-03-22T23:35:00.000","1","DRIVER","1","1237926",,"NISSAN","ROGUE","IL","2018","UNKNOWN","UNKNOWN/NA","PERSONAL","E","SKIDDING/CONTROL LOSS","Y",,"2",,"private",,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303519","258c9a4fa4fbfd752459dc6af799883f2e11a73773fa84df3774fa3b51984d2f7b061d19705e0ed8b2863c01e0c8e0ea6bff0340411b5ec579a170acd97aa9ab",,"2022-03-22T23:35:00.000","2","PARKED",,"1237932",,"VOLKSWAGEN","OTHER (EXPLAIN IN NARRATIVE)","IL","2018","NONE","PASSENGER","PERSONAL","W","PARKED",,,"0",,,,,"Y",,,,"Y","Y","Y",,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303520","258c9a4fa4fbfd752459dc6af799883f2e11a73773fa84df3774fa3b51984d2f7b061d19705e0ed8b2863c01e0c8e0ea6bff0340411b5ec579a170acd97aa9ab",,"2022-03-22T23:35:00.000","3","PARKED",,"1237938",,"HONDA","OTHER (EXPLAIN IN NARRATIVE)","IL","2006","NONE","PASSENGER","PERSONAL","W","PARKED",,,"0",,,,,"Y",,,,"Y","Y","Y",,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303521","258c9a4fa4fbfd752459dc6af799883f2e11a73773fa84df3774fa3b51984d2f7b061d19705e0ed8b2863c01e0c8e0ea6bff0340411b5ec579a170acd97aa9ab",,"2022-03-22T23:35:00.000","4","PARKED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303497","950f69f1d50fb81c5f15fe39cdac643543d1c009b6a2674bdf63a50b5d2b1f20b3fbf620b0cea8876cbfbd502579a691098e2613c1d951633dfd4a0c02f7a455",,"2022-03-22T23:25:00.000","1","DRIVER","1","1237908",,"FORD","EXPLORER","IL","2000","NONE","PASSENGER","POLICE","N","STRAIGHT AHEAD",,,"2",,,,,"Y","Y",,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303484","4dcc545ce120d510ff65e74cd73d143afca3b06946453602b8fcc4f19d05275d6c817f2d8adc11e470e0ce58b7451f1c4b0190e82705a896e4f5082ee72007b1",,"2022-03-22T23:10:00.000","1","DRIVER",,"1237900",,"GENERAL MOTORS CORPORATION (GMC)","CANYON","IL","2020","NONE","PICKUP","PERSONAL","S","STRAIGHT AHEAD","Y",,"1",,"PERSONAL TOW","UNK",,"Y","Y",,,,,,,,"Y","Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303485","4dcc545ce120d510ff65e74cd73d143afca3b06946453602b8fcc4f19d05275d6c817f2d8adc11e470e0ce58b7451f1c4b0190e82705a896e4f5082ee72007b1",,"2022-03-22T23:10:00.000","2","DRIVER","1","1237913",,"HYUNDAI","SONATA","IL","2011","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","Y",,"2",,"city tow","doty road",,"Y",,,,"Y","Y","Y",,,,"Y","Y",,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303486","4dcc545ce120d510ff65e74cd73d143afca3b06946453602b8fcc4f19d05275d6c817f2d8adc11e470e0ce58b7451f1c4b0190e82705a896e4f5082ee72007b1",,"2022-03-22T23:10:00.000","3","DRIVER","1","1237920",,"KIA","OPTIMA / K5","IL","2014","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","Y",,"2",,"PERSONAL","UNK",,"N","N","N","Y","Y","Y","Y",,,,,"N",,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303492","0d80c8b78ca8e28ea78a3dd1559548b871cc1214b07605e530316a92bc9b6b2a9da4a77105348e710897a71ed39ad7012698a0a273195baa00ed22006da7901c",,"2022-03-22T22:30:00.000","1","DRIVER",,"1237898",,"DODGE","NITRO","IL","2007","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","TURNING LEFT",,,"1",,,,,,,,,,,,,,,"Y","Y",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303493","0d80c8b78ca8e28ea78a3dd1559548b871cc1214b07605e530316a92bc9b6b2a9da4a77105348e710897a71ed39ad7012698a0a273195baa00ed22006da7901c",,"2022-03-22T22:30:00.000","2","DRIVER",,"1237901",,"HONDA","ACCORD","IL","2009","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,"Y","Y","Y",,,,,,,,,"REAR-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303522","86bff7435d4a0d5bda0bbb0e4bb0e605d87fb2ed9b750e600657b018c1a25c4d6e4ebc7897ad04882b4e293b5f225dc2e479dd0c529925fdc088cf42b4a96b8d",,"2022-03-22T22:26:00.000","1","DRIVER",,"1237928",,"CHEVROLET","OTHER (EXPLAIN IN NARRATIVE)","IL","2015","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD","Y",,"1",,"Streets and Sanitation","Pound #2",,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303523","86bff7435d4a0d5bda0bbb0e4bb0e605d87fb2ed9b750e600657b018c1a25c4d6e4ebc7897ad04882b4e293b5f225dc2e479dd0c529925fdc088cf42b4a96b8d",,"2022-03-22T22:26:00.000","2","DRIVER",,"1237933",,"DODGE","CHARGER","IL","2013","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","Y",,"2",,"Streets and Sanitation","Pound #2",,,,,,,,"Y","Y","Y",,,,,"FRONT-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303500","709e8e26c32d3402505a042c991e6b7740caf37831f8598c2bd184037203e129f6b3161c87435b8ae65e2ef374c39dd8263181e37502539c638225c97b408212",,"2022-03-22T22:15:00.000","1","DRIVER",,"1237904",,"BMW","OTHER (EXPLAIN IN NARRATIVE)","IL","2001","UNKNOWN","UNKNOWN/NA","PERSONAL","S","STRAIGHT AHEAD","Y",,"1",,"private",,,,,,,,,,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303501","709e8e26c32d3402505a042c991e6b7740caf37831f8598c2bd184037203e129f6b3161c87435b8ae65e2ef374c39dd8263181e37502539c638225c97b408212",,"2022-03-22T22:15:00.000","2","PARKED",,"1237905",,"NISSAN","FRONTIER","IL","2007","UNKNOWN","UNKNOWN/NA","NOT IN USE","S","PARKED",,,"0",,,,,,,,,,,,,,"Y",,,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303502","709e8e26c32d3402505a042c991e6b7740caf37831f8598c2bd184037203e129f6b3161c87435b8ae65e2ef374c39dd8263181e37502539c638225c97b408212",,"2022-03-22T22:15:00.000","3","PARKED",,"1237912",,"BMW","X5","NY","2003","UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","S","PARKED",,,"0",,,,,,,,,,,"Y",,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303503","709e8e26c32d3402505a042c991e6b7740caf37831f8598c2bd184037203e129f6b3161c87435b8ae65e2ef374c39dd8263181e37502539c638225c97b408212",,"2022-03-22T22:15:00.000","4","PARKED",,"1237915",,"MAZDA","MX-6","IL","2016","UNKNOWN","UNKNOWN/NA","NOT IN USE","S","PARKED",,,"0",,,,,,,,,,"Y",,,,,,"Y",,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303504","709e8e26c32d3402505a042c991e6b7740caf37831f8598c2bd184037203e129f6b3161c87435b8ae65e2ef374c39dd8263181e37502539c638225c97b408212",,"2022-03-22T22:15:00.000","5","PARKED",,"1237916",,"FORD","TAURUS","NY","2015","UNKNOWN","UNKNOWN/NA","NOT IN USE","S","PARKED",,,"0",,,,,,,,,,"Y",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303470","910b34e2632e326c0497a53adc628d0c26edf5e58d7b262a9ad1324e63cba45b144ba5fc9f408146520082c56dd303382eda929bfa67c19e8b40d0fe4ff32ddf",,"2022-03-22T20:40:00.000","1","DRIVER",,"1237881",,"HONDA","CIVIC","IL","2014","UNKNOWN","PASSENGER","UNKNOWN/NA","E","ENTERING TRAFFIC LANE FROM PARKING",,,"1",,,,,,,,,,,,,,,"Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303471","910b34e2632e326c0497a53adc628d0c26edf5e58d7b262a9ad1324e63cba45b144ba5fc9f408146520082c56dd303382eda929bfa67c19e8b40d0fe4ff32ddf",,"2022-03-22T20:40:00.000","2","DRIVER",,"1237882",,"LINCOLN","MKZ","IL","2013","NONE","PASSENGER","PERSONAL","E","PASSING/OVERTAKING",,,"1",,,,,"Y","Y","Y",,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303480","1c93b8f640d037fce1899ec671d6d634db8459ef69068e49a61f1db10e2272684b75bf0424d88cfc5850b4926ac62c6e08487fd3726456e9f9308eacf292635a",,"2022-03-22T20:30:00.000","1","DRIVER",,"1237892",,"KIA","SOUL","IL",,"UNKNOWN","PASSENGER","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303481","1c93b8f640d037fce1899ec671d6d634db8459ef69068e49a61f1db10e2272684b75bf0424d88cfc5850b4926ac62c6e08487fd3726456e9f9308eacf292635a",,"2022-03-22T20:30:00.000","2","DRIVER",,"1237893",,"MAZDA","CX-9","IL",,"NONE","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303511","4f68e5202a7e5b20e1579c0ebe9a298d68c58fa803633bd20a95ca8a764626183a5dd0323ea97459e75e7f6d2116c28c83eda58fda9cf66e911196083a50a51f",,"2022-03-22T20:30:00.000","1","DRIVER",,"1237919",,"LINCOLN","MKZ","IL",,"UNKNOWN","PASSENGER","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,,"Y",,,,,,,,,,,,"FRONT-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303512","4f68e5202a7e5b20e1579c0ebe9a298d68c58fa803633bd20a95ca8a764626183a5dd0323ea97459e75e7f6d2116c28c83eda58fda9cf66e911196083a50a51f",,"2022-03-22T20:30:00.000","2","DRIVER",,"1237921",,"HONDA","CIVIC","IL",,"NONE","PICKUP","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303463","0d57cb6981b09bf91ad667c257fa40a9dca3ef72e6b40cc50f6bce12170878a3353933a8f31241777632d8e555500a2df85c2eed263ae2fa4daa5d845eee9b14",,"2022-03-22T20:20:00.000","1","DRIVER",,"1237869",,"DODGE","JOURNEY","IL","2010","UNKNOWN","PASSENGER","PERSONAL","E","STARTING IN TRAFFIC",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303464","0d57cb6981b09bf91ad667c257fa40a9dca3ef72e6b40cc50f6bce12170878a3353933a8f31241777632d8e555500a2df85c2eed263ae2fa4daa5d845eee9b14",,"2022-03-22T20:20:00.000","2","DRIVER",,"1237875",,"TOYOTA","RAV4","IL","2014","UNKNOWN","PASSENGER","PERSONAL","E","SLOW/STOP IN TRAFFIC",,,"1",,,,,"Y",,,,"Y","Y","Y",,,,"Y","Y",,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303465","0d57cb6981b09bf91ad667c257fa40a9dca3ef72e6b40cc50f6bce12170878a3353933a8f31241777632d8e555500a2df85c2eed263ae2fa4daa5d845eee9b14",,"2022-03-22T20:20:00.000","3","DRIVER",,"1237878",,"KIA","SORENTO","IL","2019","UNKNOWN","PASSENGER","PERSONAL","E","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303445","1fa40718120490364a11a5356346a7ccd5955f266f0eb96af4cdfb904c500e516a712e180d9e84d6a2a6a907a1520d6dc37b805e81fb93940b8651dfb03f66da",,"2022-03-22T20:20:00.000","1","DRIVER",,"1237851",,"ACURA","TLX",,,"UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"Y","Y",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303446","1fa40718120490364a11a5356346a7ccd5955f266f0eb96af4cdfb904c500e516a712e180d9e84d6a2a6a907a1520d6dc37b805e81fb93940b8651dfb03f66da",,"2022-03-22T20:20:00.000","2","DRIVER","2","1237855",,"HONDA","CIVIC","IL","1995","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"3",,,,,,,,,"Y",,,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303527","2d065845feadc8b34523aa9094f5e949ca7cf9589bc52cf4ed3eab09494282334153f8c84204dc2906e896d1755b0deef5a4f11e373cf3ae7fe43a38251005f7",,"2022-03-22T20:18:00.000","1","DRIVER",,"1237934",,"HONDA","PILOT","IL","2011","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","SE","TURNING LEFT",,,"1",,,,,,,,,,,,"Y",,,"N",,,"FRONT-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303528","2d065845feadc8b34523aa9094f5e949ca7cf9589bc52cf4ed3eab09494282334153f8c84204dc2906e896d1755b0deef5a4f11e373cf3ae7fe43a38251005f7",,"2022-03-22T20:18:00.000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303441","ebb2ef0944b18d0d28c167c39babb41860cfd99edba0adf7e0063c583e28dca8d63fd371493bafc9153ff9deac2185b5b565db0befa2cf9565884e96ef281da4",,"2022-03-22T20:00:00.000","1","DRIVER",,"1237850",,"FORD","OTHER (EXPLAIN IN NARRATIVE)","IL","2007","UNKNOWN","PASSENGER","PERSONAL","W","AVOIDING VEHICLES/OBJECTS",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303442","ebb2ef0944b18d0d28c167c39babb41860cfd99edba0adf7e0063c583e28dca8d63fd371493bafc9153ff9deac2185b5b565db0befa2cf9565884e96ef281da4",,"2022-03-22T20:00:00.000","2","DRIVER",,"1237856",,"TOYOTA","HIGHLANDER","IL","2020","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,"Y","Y",,,,,,,,,"REAR-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303437","60483506a017522016f02d92cd4c1d7a3337f93bb54dd331af88954ff5369e3516e48d592d0da471b11f85906a16e15c88930f338ca4dbabf325e1d5adb67e71",,"2022-03-22T19:45:00.000","1","DRIVER",,"1237849",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","S","PASSING/OVERTAKING",,,"1",,,,,,,,,,,,,,,,,"Y","FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303438","60483506a017522016f02d92cd4c1d7a3337f93bb54dd331af88954ff5369e3516e48d592d0da471b11f85906a16e15c88930f338ca4dbabf325e1d5adb67e71",,"2022-03-22T19:45:00.000","2","DRIVER","1","1237860",,"HONDA","CIVIC","IL","2021","NONE","PASSENGER","RIDESHARE SERVICE","S","STRAIGHT AHEAD",,,"2",,,,,,,,,,,"Y","Y","Y","Y",,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303468","b7feeb918b4f2fcc3af33c22621da46c5918577cebb1144ad8e3c73c105a0f349a216af6847859e8b1e0c420e190f04f40e26d42073b0a6315a1adbe607da528",,"2022-03-22T19:24:00.000","1","DRIVER",,"1237876",,"KIA","OTHER (EXPLAIN IN NARRATIVE)","IL","2013","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,"Y","Y","Y","Y","Y",,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303469","b7feeb918b4f2fcc3af33c22621da46c5918577cebb1144ad8e3c73c105a0f349a216af6847859e8b1e0c420e190f04f40e26d42073b0a6315a1adbe607da528",,"2022-03-22T19:24:00.000","2","DRIVER","1","1237880",,"SUBARU","CROSSTREK","MI","2019","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,,"Y","Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303428","8b95bd955bda0cc9662cf4130d83b87bdfb118b415ce764c63d6d6493572e23f6e01d631912e71bb593caad7d3e028785e89c38be6d98234efa87ee85a7335fa",,"2022-03-22T19:15:00.000","1","DRIVER",,"1237837",,"JEEP","GRAND CHEROKEE","IL","2015","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303429","8b95bd955bda0cc9662cf4130d83b87bdfb118b415ce764c63d6d6493572e23f6e01d631912e71bb593caad7d3e028785e89c38be6d98234efa87ee85a7335fa",,"2022-03-22T19:15:00.000","2","DRIVER","3","1237843",,"CHEVROLET","MALIBU","IL","2018","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"4",,,,,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303408","2ac76d0e632dffd4caec420b7630062b56f56616e442119f3d80c6c21eaefd93879c91266f9866ace6b785c28b407b70c2bc5944115e5e37f487eb5ffab4e86e",,"2022-03-22T18:55:00.000","1","DRIVER",,"1237816",,"PORSCHE","MACAN",,"2015","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","SE","U-TURN",,,"1",,,,,,,,,,"Y","Y","Y",,,,,,"FRONT-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303409","2ac76d0e632dffd4caec420b7630062b56f56616e442119f3d80c6c21eaefd93879c91266f9866ace6b785c28b407b70c2bc5944115e5e37f487eb5ffab4e86e",,"2022-03-22T18:55:00.000","2","DRIVER",,"1237820",,"FORD","EXPLORER",,"2002","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303415","3aad444d678b1f1c5f5d3a7de2d6be7f27e5d6eab8981f1e59bb86c6ee297e3a04e9a421d8c5f694c419d4302563853af37fb937e3b61e2bd949b949642fd49b",,"2022-03-22T18:55:00.000","1","DRIVER",,"1237824",,"INFINITI","G35","IL","2005","NONE","PASSENGER","PERSONAL","W","MERGING",,,"1",,,,,"Y",,,,,,,,"Y","Y","Y","Y",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303416","3aad444d678b1f1c5f5d3a7de2d6be7f27e5d6eab8981f1e59bb86c6ee297e3a04e9a421d8c5f694c419d4302563853af37fb937e3b61e2bd949b949642fd49b",,"2022-03-22T18:55:00.000","2","DRIVER",,"1237827",,"HONDA","CIVIC","IL","2000","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD","Y",,"1",,"self tow",,,"Y","Y","Y","Y",,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303417","3aad444d678b1f1c5f5d3a7de2d6be7f27e5d6eab8981f1e59bb86c6ee297e3a04e9a421d8c5f694c419d4302563853af37fb937e3b61e2bd949b949642fd49b",,"2022-03-22T18:55:00.000","3","PARKED",,"1237829",,"INFINITI","G25","IL","2006","NONE","PASSENGER","NOT IN USE","W","PARKED",,,"0",,,,,,,,,,"Y","Y","Y","Y","Y","Y",,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303431","9b6920563a6e6ffa2a65dfd9160dbb9f382dee9be7df8479ba3d123fc113d7fd0cfc3f6baed634406161acbc6346fe2e750604f57942e70d4817d9a031de691e",,"2022-03-22T18:55:00.000","1","DRIVER",,"1237841",,"HONDA","CR-V","IL","2017","UNKNOWN","PASSENGER","PERSONAL","W","TURNING LEFT","Y",,"1",,"unknown",,,"Y","Y","Y","Y",,,,,,,,,,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303432","9b6920563a6e6ffa2a65dfd9160dbb9f382dee9be7df8479ba3d123fc113d7fd0cfc3f6baed634406161acbc6346fe2e750604f57942e70d4817d9a031de691e",,"2022-03-22T18:55:00.000","2","DRIVER",,"1237844",,"KIA","CADENZA","IL","2014","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303412","db07cbb6914b0edcfda345268f128064f10c04bec69c849a578eaed93445f8707d4ca0c389055991816ea62a36e15363ab2103b74807eb4e358cbef41b586a7f",,"2022-03-22T18:48:00.000","1","DRIVER",,"1237823",,"HYUNDAI","OTHER (EXPLAIN IN NARRATIVE)","IL","2003","UNKNOWN","PASSENGER","UNKNOWN/NA","W","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303413","db07cbb6914b0edcfda345268f128064f10c04bec69c849a578eaed93445f8707d4ca0c389055991816ea62a36e15363ab2103b74807eb4e358cbef41b586a7f",,"2022-03-22T18:48:00.000","2","DRIVER","3","1237828",,"CHEVROLET","MALIBU","IL","2019","NONE","PASSENGER","PERSONAL","W","STARTING IN TRAFFIC",,,"4",,,,,,,,,,"Y",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303418","474cae3c0712517f24813a7698782dbe096d3947fb712e227294812debaea97beed78600c4e7d7b8502d5eab23b8aa50c3d3c88360a58818757c590e41d70cd2",,"2022-03-22T18:30:00.000","1","DRIVER",,"1237825",,"CHEVROLET","TAHOE","IL","2009","UNKNOWN","PASSENGER","UNKNOWN/NA","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303392","774553b1da57f7fb14d940c1f5ba136a61d01c1e5336bd16b8bc3ee5fe53a28a999687cef9b960b0886a5dc7e8d419760f30d1b9e21967d3c53ae7979dc337f6",,"2022-03-22T18:30:00.000","1","DRIVER",,"1237794",,"MERCEDES-BENZ","C300","IL",,"NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,"Y","Y",,,,"N",,"FRONT-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
