"crash_unit_id","crash_record_id","rd_no","crash_date","unit_no","unit_type","num_passengers","vehicle_id","cmrc_veh_i","make","model","lic_plate_state","vehicle_year","vehicle_defect","vehicle_type","vehicle_use","travel_direction","maneuver","towed_i","fire_i","occupant_cnt","exceed_speed_limit_i","towed_by","towed_to","area_00_i","area_01_i","area_02_i","area_03_i","area_04_i","area_05_i","area_06_i","area_07_i","area_08_i","area_09_i","area_10_i","area_11_i","area_12_i","area_99_i","first_contact_point","cmv_id","usdot_no","ccmc_no","ilcc_no","commercial_src","gvwr","carrier_name","carrier_state","carrier_city","hazmat_placards_i","hazmat_name","un_no","hazmat_present_i","hazmat_report_i","hazmat_report_no","mcs_report_i","mcs_report_no","hazmat_vio_cause_crash_i","mcs_vio_cause_crash_i","idot_permit_no","wide_load_i","trailer1_width","trailer2_width","trailer1_length","trailer2_length","total_vehicle_length","axle_cnt","vehicle_config","cargo_body_type","load_type","hazmat_out_of_service_i","mcs_out_of_service_i","hazmat_class"
"1303265","b25d7d07c1991acdfb8615275db4c0c23e63f7c646f726505833a53477013a1c86d89b36d1e0d6cbee7b1876264997a15a6eda46bb04f2fcb8f7468788b282d9",,"2022-03-22T15:37:00.000","1","DRIVER","2","1237675",,"FORD","ESCAPE","IL","2015","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","STRAIGHT AHEAD",,,"3",,,,,"Y",,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303266","b25d7d07c1991acdfb8615275db4c0c23e63f7c646f726505833a53477013a1c86d89b36d1e0d6cbee7b1876264997a15a6eda46bb04f2fcb8f7468788b282d9",,"2022-03-22T15:37:00.000","2","DRIVER","1","1237686",,"JEEP","GRAND CHEROKEE","IL","2015","NONE","SPORT UTILITY VEHICLE (SUV)","RIDESHARE SERVICE","N","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,,,"Y","Y",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303366","a6973705f3400ebb3ee29daa3ca0ff92acde74ab2843367ea9033d09f6376c005bc80af2b1087a4fa0abde45dc423c763858ebb1a2a0353edb072cd4fd4fe6bf",,"2022-03-22T15:35:00.000","1","DRIVER",,"1237778",,"HYUNDAI","ELANTRA","IL","2017","UNKNOWN","PASSENGER","PERSONAL","SE","STRAIGHT AHEAD","Y",,"1",,"Herrara's  Towing","private lot",,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303367","a6973705f3400ebb3ee29daa3ca0ff92acde74ab2843367ea9033d09f6376c005bc80af2b1087a4fa0abde45dc423c763858ebb1a2a0353edb072cd4fd4fe6bf",,"2022-03-22T15:35:00.000","2","DRIVER",,"1237782",,"CHEVROLET","MALIBU","IN","2008","UNKNOWN","PASSENGER","PERSONAL","SE","STRAIGHT AHEAD","Y",,"1",,"herarra's towing","private lot",,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303389","27ae4e76f582bea6e98ae85e3a29e2c09ab82f3ded6a5bae22222440b84b07c77f387a7a3307b3f1b9538654312d6ef45aa4cd06085b4ce26240aa841bc1d432",,"2022-03-22T15:30:00.000","1","DRIVER",,"1237791",,"HYUNDAI","ELANTRA","IL","2013","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303390","27ae4e76f582bea6e98ae85e3a29e2c09ab82f3ded6a5bae22222440b84b07c77f387a7a3307b3f1b9538654312d6ef45aa4cd06085b4ce26240aa841bc1d432",,"2022-03-22T15:30:00.000","2","DRIVER",,"1237799",,"TOYOTA","RAV4","IL","2013","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","SW","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303251","9625c1ea9f484ca58a0783e8808b3b8e45bad7a2434b970bc8f5625c623f41f2156cf3b75ef72c5ab641773cbedb874339f7db56a4d5f2ba7412555cd49ae9cf",,"2022-03-22T15:28:00.000","1","DRIVER","1","1237661",,"CHRYSLER","PACIFICA","IL","2017","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"2",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303252","9625c1ea9f484ca58a0783e8808b3b8e45bad7a2434b970bc8f5625c623f41f2156cf3b75ef72c5ab641773cbedb874339f7db56a4d5f2ba7412555cd49ae9cf",,"2022-03-22T15:28:00.000","2","DRIVER",,"1237672",,"DODGE","JOURNEY","IL","2016","UNKNOWN","PASSENGER","PERSONAL","N","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303257","1f54163c0afc4a724a8254f7fb04b655f6a26b3344fce742c3e2b443d0d327bad7c1da9b83c36d46adf12f35058ac51ef2a8e81a1c3ea0ca54c86ad300823126",,"2022-03-22T15:16:00.000","1","DRIVER",,"1237663",,"TOYOTA","OTHER (EXPLAIN IN NARRATIVE)","IL","1997","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303258","1f54163c0afc4a724a8254f7fb04b655f6a26b3344fce742c3e2b443d0d327bad7c1da9b83c36d46adf12f35058ac51ef2a8e81a1c3ea0ca54c86ad300823126",,"2022-03-22T15:16:00.000","2","DRIVER","9","1237670","Y","BLUEBIRD INTERNATIONAL","BLUEBIRD INTERNATIONAL","IL","2009","NONE","BUS OVER 15 PASS.","SCHOOL BUS","E","SLOW/STOP IN TRAFFIC",,,"10",,,,,,,,,,,,,,,,,"Y","REAR-LEFT","14287",,,,,,"ILLINOIS CENTRAL TRUCK LEASING LLC--FIRM OWNED","IL","COAL CITY",,,,,,,,,,,,,,,,,"40","2","BUS","BUS",,,,
"1303270","83c13b4b240d11354573a980ac520f5d39120d0851320b4fdc45ab39ea243877679ca955a31c4573d5ac7e3a70258004909c11db4e6bca2c691a95bb2499c3e3",,"2022-03-22T15:11:00.000","1","DRIVER","1","1237681",,"SUBARU","OUTBACK","IL","2016","UNKNOWN","PASSENGER","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"2",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303271","83c13b4b240d11354573a980ac520f5d39120d0851320b4fdc45ab39ea243877679ca955a31c4573d5ac7e3a70258004909c11db4e6bca2c691a95bb2499c3e3",,"2022-03-22T15:11:00.000","2","DRIVER",,"1237691",,"KIA","OPTIMA / K5","IL","2013","UNKNOWN","PASSENGER","UNKNOWN/NA","SE","TURNING LEFT",,,"1",,,,,,,,,"Y","Y","Y","Y",,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303263","29f83ffea89ef16238ec5f6d0c3dd5297e9a4c1b7c9e730c8edc04d4d74c962427d34d941ed43e37e555add78ec9926e9a6b9481cbce8742622243791d519efd",,"2022-03-22T15:00:00.000","1","DRIVER",,"1237671",,"CHEVROLET","TRAIL BLAZER","IL",,"NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","CHANGING LANES",,,"1",,,,,,,,,,,,,,"Y","Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303264","29f83ffea89ef16238ec5f6d0c3dd5297e9a4c1b7c9e730c8edc04d4d74c962427d34d941ed43e37e555add78ec9926e9a6b9481cbce8742622243791d519efd",,"2022-03-22T15:00:00.000","2","DRIVER",,"1237673",,"CHEVROLET","MALIBU","IL",,"NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,"Y","Y",,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303255","519824af39ee4e448a5d7dc2255559829f2bef784b26f91e3b9587f1cdce8aad7be857b13fa9b95570aa0766821e7ad3a277924407a92e6845e79299b1b8acbb",,"2022-03-22T15:00:00.000","1","DRIVER",,"1237664",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","VAN/MINI-VAN","UNKNOWN/NA","S","TURNING LEFT",,,"1",,,,,,,,,,,,"Y",,,,,,"FRONT-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303256","519824af39ee4e448a5d7dc2255559829f2bef784b26f91e3b9587f1cdce8aad7be857b13fa9b95570aa0766821e7ad3a277924407a92e6845e79299b1b8acbb",,"2022-03-22T15:00:00.000","2","DRIVER",,"1237669",,"HYUNDAI","ELANTRA","IL",,"NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303323","6fc45cd1125e9def58f9fcf42518466914d33a57efb14ff3bf6a09bed35dbfd60bd5666e86db3d07b401143b56e3278a6b1641d7fb5ddf9992202193a0714eca",,"2022-03-22T15:00:00.000","1","DRIVER",,"1237733",,"FORD","EXPLORER","TX","2004","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,"Y","Y","Y","Y","Y",,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303324","6fc45cd1125e9def58f9fcf42518466914d33a57efb14ff3bf6a09bed35dbfd60bd5666e86db3d07b401143b56e3278a6b1641d7fb5ddf9992202193a0714eca",,"2022-03-22T15:00:00.000","2","DRIVER","2","1237739",,"JEEP","GRAND CHEROKEE","IL","2014","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","STRAIGHT AHEAD",,,"3",,,,,"Y","Y","Y","Y","Y",,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303267","f837469faf7c3d99303ba9183b4d5f86a48c94dee7f44726242759bcb272c1f09925d1dcebd401cbd2e9f35f96a21ea3aa144dbe09c44b17ba10dbedfc5e607d",,"2022-03-22T14:59:00.000","1","DRIVER",,"1237676",,"CHEVROLET","ASTRO",,"1997","UNKNOWN","VAN/MINI-VAN","UNKNOWN/NA","N","STRAIGHT AHEAD",,,"1",,,,,,,,,"Y",,,,,,,,,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303274","f837469faf7c3d99303ba9183b4d5f86a48c94dee7f44726242759bcb272c1f09925d1dcebd401cbd2e9f35f96a21ea3aa144dbe09c44b17ba10dbedfc5e607d",,"2022-03-22T14:59:00.000","2","DRIVER",,"1237679",,"CADILLAC","XTS","IL","2019","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,"Y",,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303459","a640cfd96782b67c296b94aadf9665a7b7c3001ed593e41ff3587a92acdbd03bdf48f6ab34f33ede7a800db9571b6115e0515be1d21c8308cf6cf99fd73bfa0e",,"2022-03-22T14:45:00.000","1","DRIVER",,"1237868",,"KIA","SORENTO","IL","2022","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD","Y",,"1",,"ALL ZONE TOWING","9044 SOUTH HALSTED",,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303460","a640cfd96782b67c296b94aadf9665a7b7c3001ed593e41ff3587a92acdbd03bdf48f6ab34f33ede7a800db9571b6115e0515be1d21c8308cf6cf99fd73bfa0e",,"2022-03-22T14:45:00.000","2","DRIVER",,"1237873",,"DODGE","CHARGER","IL","2021","NONE","PASSENGER","PERSONAL","W","TURNING LEFT","Y",,"1",,"OWNER","UNKNOWN",,,,,,,,"Y","Y","Y","Y",,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303230","e89cb16f5f20cd0d6b98fb591cf28a2d22d65f8bc1cc0dc439e83f3ec54f1d4c68e15cf88421609c7272c4759af72c5c823ef459abe6492735e14ac053dc6526",,"2022-03-22T14:45:00.000","1","DRIVER",,"1237643",,"CHEVROLET","SUBURBAN","IL","2002","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303231","e89cb16f5f20cd0d6b98fb591cf28a2d22d65f8bc1cc0dc439e83f3ec54f1d4c68e15cf88421609c7272c4759af72c5c823ef459abe6492735e14ac053dc6526",,"2022-03-22T14:45:00.000","2","DRIVER","1","1237645",,"HONDA","CR-V","IL","2013","NONE","PASSENGER","PERSONAL","S","SLOW/STOP IN TRAFFIC",,,"2",,,,,,,,,,"Y",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303455","5a0656e12872a8158d8911d6ccbacb9868f474b28008e11602a6c036b43fa713c0f97ede0b620e7aba4134dac78a18bfb53f8ccf87fa3e816b5f917bf7b5860f",,"2022-03-22T14:30:00.000","1","DRIVER",,"1237862",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,"Y","Y","Y","Y","Y",,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303456","5a0656e12872a8158d8911d6ccbacb9868f474b28008e11602a6c036b43fa713c0f97ede0b620e7aba4134dac78a18bfb53f8ccf87fa3e816b5f917bf7b5860f",,"2022-03-22T14:30:00.000","2","DRIVER",,"1237867",,"JEEP","COMPASS","IL","2019","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","OTHER","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,"N","Y","Y","Y","N",,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303268","b4a3802b01e37217b35da6c21d8beceb62fd15307954a540d7b2bb17c0d142d58e2349b3759d85c43e7468879ea9ecfb128bd0775443125876dc110934a0c89a",,"2022-03-22T14:30:00.000","1","DRIVER",,"1237678",,"DODGE","OTHER (EXPLAIN IN NARRATIVE)","IL","2018","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303269","b4a3802b01e37217b35da6c21d8beceb62fd15307954a540d7b2bb17c0d142d58e2349b3759d85c43e7468879ea9ecfb128bd0775443125876dc110934a0c89a",,"2022-03-22T14:30:00.000","2","DRIVER","1","1237680",,"TOYOTA","COROLLA","IL","2021","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,"Y",,,,,"UNDER CARRIAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303244","32b8564871c27097432fb64af2170529ee6163419b3d0535b23231ca53dd66aa79181b87b6e2b6f707851b45282470ac01c07192f329a806bcde2443f9db8fc3",,"2022-03-22T14:14:00.000","1","DRIVER",,"1237655",,"LINCOLN","AVIATOR",,"2022","NONE","PASSENGER","OTHER","W","STRAIGHT AHEAD",,,"1",,,,,"Y","Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303309","35cc0598e83498d8d519b1564fb7255f045479eef98aed644102ddce303d1106376a2290d9d3d1da3364d628ee00453d426ce04f2c75a247363b6d665e5be251",,"2022-03-22T14:00:00.000","1","DRIVER",,"1237718",,"FORD","FREESTYLE","IL","2007","UNKNOWN","PASSENGER","PERSONAL","W","TURNING LEFT",,,"1",,,,,,,,,,,"Y","Y","Y","Y",,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303310","35cc0598e83498d8d519b1564fb7255f045479eef98aed644102ddce303d1106376a2290d9d3d1da3364d628ee00453d426ce04f2c75a247363b6d665e5be251",,"2022-03-22T14:00:00.000","2","DRIVER",,"1237728",,"MAZDA","MAZDA3","IL","2016","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303238","c4cfd8fe7633ee86d0fdcaec26166c22ffdfb71b3155b5125eb15999fcb359b866b0a50f7dcd779e745a2bef4a379c4ae534602700d8d112b3f2c52297b1712a",,"2022-03-22T14:00:00.000","1","DRIVER",,"1237649",,"FORD","OTHER (EXPLAIN IN NARRATIVE)","IL","2022","NONE","OTHER","PERSONAL","N","BACKING",,,"1",,,,"Y",,,,,,,,,,,,,,"NONE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303239","c4cfd8fe7633ee86d0fdcaec26166c22ffdfb71b3155b5125eb15999fcb359b866b0a50f7dcd779e745a2bef4a379c4ae534602700d8d112b3f2c52297b1712a",,"2022-03-22T14:00:00.000","2","PARKED",,"1237658",,"SATURN","SL","IL","1999","NONE","PASSENGER","NOT IN USE","S","PARKED",,,"0",,,,,"Y","Y",,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303236","9b975f9505560cf62d04e4d6f6e38ee09baad1aca92021295cd19f98bd5b713d5eb89898ec5dc6c448f0131a7d613512f86419f813231a73178b4c0216488867",,"2022-03-22T13:55:00.000","1","DRIVER",,"1237647",,"NISSAN","OTHER (EXPLAIN IN NARRATIVE)","IL","2021","UNKNOWN","PASSENGER","UNKNOWN/NA","W","U-TURN",,,"1",,,,,,,,,,,,,,,,,"Y","ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303237","9b975f9505560cf62d04e4d6f6e38ee09baad1aca92021295cd19f98bd5b713d5eb89898ec5dc6c448f0131a7d613512f86419f813231a73178b4c0216488867",,"2022-03-22T13:55:00.000","2","DRIVER",,"1237654",,"KIA","FORTE","IL","2017","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,"Y","Y","Y",,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303206","ad4d1e700c7ba676323e4a87b791717d6bdea1c5a1d2b06a86152044fa6380882937bc423755836f1f9d5bca56d9cbddd4e71e4a38f3459de88b3b9b5db3c3f7",,"2022-03-22T13:41:00.000","1","DRIVER","5","1237616",,"ICL CARGO TRAILER","ICL CARGO TRAILER","IL","2013","NONE","BUS OVER 15 PASS.","SCHOOL BUS","N","STRAIGHT AHEAD",,,"6",,,,"Y",,,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303207","ad4d1e700c7ba676323e4a87b791717d6bdea1c5a1d2b06a86152044fa6380882937bc423755836f1f9d5bca56d9cbddd4e71e4a38f3459de88b3b9b5db3c3f7",,"2022-03-22T13:41:00.000","2","PARKED",,"1237639",,"GENERAL MOTORS CORPORATION (GMC)","SAVANNAH","IL","2015","NONE","TRUCK - SINGLE UNIT","COMMERCIAL - SINGLE UNIT","N","PARKED",,,"0",,,,"Y",,,,,,,,,,"N","N",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303199","6134e6481ac8140677d33f24cdf1fee5181312cb5ffd5645fb084ad2f427b2662cef969d85ed2bcb778aec1916e658784d803d1eb1a8c9db0d92ec08c866eab9",,"2022-03-22T13:37:00.000","1","DRIVER",,"1237609",,"FREIGHTLINER CORPORATION","FREIGHTLINER CORP.",,"2020","UNKNOWN","TRACTOR W/O SEMI-TRAILER","OTHER","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303200","6134e6481ac8140677d33f24cdf1fee5181312cb5ffd5645fb084ad2f427b2662cef969d85ed2bcb778aec1916e658784d803d1eb1a8c9db0d92ec08c866eab9",,"2022-03-22T13:37:00.000","2","DRIVER","2","1237614",,"CHRYSLER","TOWN & COUNTRY","IL","2009","UNKNOWN","VAN/MINI-VAN","PERSONAL","N","STRAIGHT AHEAD",,,"3",,,,,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303301","c301af6885fb8ee0984d6bf56e1896adc966e6b5741abf6b25e9fe0ddd52ef68a40a6b00f070a18b7d9aeaa355dd1ef7e00c615dfd9351a5d1a18cc6152f89b8",,"2022-03-22T13:30:00.000","1","DRIVER",,"1237705",,"KIA","SORENTO","IL","2011","UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303302","c301af6885fb8ee0984d6bf56e1896adc966e6b5741abf6b25e9fe0ddd52ef68a40a6b00f070a18b7d9aeaa355dd1ef7e00c615dfd9351a5d1a18cc6152f89b8",,"2022-03-22T13:30:00.000","2","PARKED","3","1237708",,"VOLKSWAGEN","ATLAS","IL","2019","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","PARKED",,,"3",,,,,,,,,,,,,"Y","Y",,,,"UNDER CARRIAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303249","64e968843cd14331d875aa6cafe9dc5a279352c3ee36b40c26689e3dec090c2cd66546d4e77b01af1c910808afd163c5428af89ea1b92b45715bb6fe7123671d",,"2022-03-22T13:25:00.000","1","DRIVER",,"1237667",,"FIAT","OTHER (EXPLAIN IN NARRATIVE)","IL","2018","UNKNOWN","PASSENGER","PERSONAL","E","PASSING/OVERTAKING",,,"1",,,,,,,,,,,,,,,"Y","Y",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303250","64e968843cd14331d875aa6cafe9dc5a279352c3ee36b40c26689e3dec090c2cd66546d4e77b01af1c910808afd163c5428af89ea1b92b45715bb6fe7123671d",,"2022-03-22T13:25:00.000","2","DRIVER",,"1237674",,"FORD","F150","IL","2016","UNKNOWN","PICKUP","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303223","2f806e85924a49a62d18846f3e3c046e63bc41a3c08c3ecc198a1ef556a5bc5c8dc9f2c66374e7c5d73e78fd874d3e7b282530929f09f36e873035f98509728e",,"2022-03-22T13:20:00.000","1","DRIVER","1","1237629",,"KIA","SOUL","IL","2014","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"2",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303224","2f806e85924a49a62d18846f3e3c046e63bc41a3c08c3ecc198a1ef556a5bc5c8dc9f2c66374e7c5d73e78fd874d3e7b282530929f09f36e873035f98509728e",,"2022-03-22T13:20:00.000","2","DRIVER",,"1237636",,"CHEVROLET","BLAZER","IL","2015","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303221","b2a29f9a82e58816660c2b7f2f5db75dcc613ca8640dedf964154d4303556c6637330942b9a228a6a032d85de86f52a04e5219e6e47de3d24079f8ae8add0a21",,"2022-03-22T13:17:00.000","1","DRIVER",,"1237635",,"NISSAN","ROGUE","IN","2014","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303222","b2a29f9a82e58816660c2b7f2f5db75dcc613ca8640dedf964154d4303556c6637330942b9a228a6a032d85de86f52a04e5219e6e47de3d24079f8ae8add0a21",,"2022-03-22T13:17:00.000","2","DRIVER",,"1237644",,"NISSAN","ROGUE","IL","2017","NONE","PASSENGER","PERSONAL","S","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303178","306eb7eaa728ae6511b3af4358d28a7a0fabc219617bd5694b9c597a1450154ff748a48c6dfd4237a553f8e2448246c5565665a40e8df4fb2cd8438279fd4a41",,"2022-03-22T13:00:00.000","1","DRIVER",,"1237592",,"NISSAN","ROGUE","IL","2008","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","TURNING LEFT","Y",,"1",,,,,,,,,,,,,,,"Y","Y",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303179","306eb7eaa728ae6511b3af4358d28a7a0fabc219617bd5694b9c597a1450154ff748a48c6dfd4237a553f8e2448246c5565665a40e8df4fb2cd8438279fd4a41",,"2022-03-22T13:00:00.000","2","DRIVER",,"1237602",,"MAZDA","MX-5","IL","2009","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303195","d8f65120d7c59f9d79bb428b68ec3991f1fd98726cfe5b4594fecae6bc66f271cb4b57001120a9d6a6293edef8015b72c5507d7a6f6a9dcbcc6e1c167c1b8e0e",,"2022-03-22T13:00:00.000","1","DRIVER",,"1237606",,"TOYOTA","TUNDRA","IL","2010","UNKNOWN","PICKUP","PERSONAL","UNKNOWN","LEAVING TRAFFIC LANE TO PARK",,,"1",,,,,,,,,,,,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303196","d8f65120d7c59f9d79bb428b68ec3991f1fd98726cfe5b4594fecae6bc66f271cb4b57001120a9d6a6293edef8015b72c5507d7a6f6a9dcbcc6e1c167c1b8e0e",,"2022-03-22T13:00:00.000","2","PARKED",,"1237604",,"BMW","OTHER (EXPLAIN IN NARRATIVE)","IL","2006","NONE","PASSENGER","PERSONAL","UNKNOWN","PARKED",,,"0",,,,,,,,,,,,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1303217","c0902cbb97bef744773b35a6378e81e1f2adb045f15cccefc493fa8088404ab9d8064bed5743723ed8db809732e75259c9d60382ee8c6af4d85d8820093c25e1",,"2022-03-22T12:57:00.000","1","DRIVER",,"1237621",,"CHEVROLET","TRUCK","IL","2018","UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
